ID,성별,연령,학력,혼인상태,거주지역,직업,주업,직장지위,주5일근무제실시여부,차량보유여부,개인소득,소득분위,관광휴양여부,여행유형,월,계절,여행일수(박),여행총경비,지출비용포함인원수,1인지출비용,개인휴가사용여부,지역코드,시,숙박시설,여행활동1,여행활동2,여행활동3,여행활동4,여행활동5,주요이동교통수단,여행지선택이유_1순위,여행지선택이유_2순위,만족도_자연경관,만족도_문화유산,만족도_교통,만족도_식당및음식,만족도_쇼핑,만족도_관광정보및안내시설,만족도_관광지편의시설,만족도_지역관광종사자의친절성,만족도_체험프로그램,만족도_관광지물가,만족도_관광지혼잡도,전반적만족도,재방문의도,타인추천의도,총만족도
944,1,3,4,2,13,1,3,1,1,1,3,2,Y,1,3,1,0,110001,3,36667,0,13,전라북도,0,N,Y,N,N,N,1,1,12,4,5,4,4,4,4,3,4,4,4,4,4,4,4,만족
945,1,4,4,2,13,3,5,3,2,1,2,2,N,5,3,1,0,30000,1,30000,0,13,전라북도,0,Y,Y,N,Y,N,1,12,14,4,5,4,5,5,5,4,4,5,5,4,4,4,4,만족
946,1,3,4,2,13,1,2,1,1,1,4,3,Y,4,6,2,0,72000,1,72000,0,13,전라북도,0,Y,N,N,Y,N,1,9,3,4,4,4,3,5,9,4,4,4,4,4,4,4,4,만족
947,1,2,4,1,13,1,3,1,2,1,3,2,Y,1,8,2,0,69999,3,23333,0,13,전라북도,0,Y,N,N,N,N,1,8,3,4,9,4,4,5,4,4,4,9,4,4,4,4,4,만족
948,1,4,4,2,13,1,3,1,1,1,4,3,Y,4,6,2,0,95000,1,95000,0,5,광주광역시,0,N,Y,N,Y,Y,1,8,1,9,9,3,4,9,4,5,4,4,4,4,4,4,4,만족
950,1,4,4,2,13,1,3,1,1,1,5,4,Y,4,12,4,0,180000,1,180000,0,14,전라남도,0,Y,Y,N,Y,Y,1,1,2,5,4,4,5,9,5,4,5,9,5,5,5,4,4,매우만족
952,1,3,4,1,13,1,2,1,1,1,3,2,Y,4,8,2,0,272000,2,136000,0,8,세종특별자치시,0,Y,N,N,N,Y,1,9,5,4,9,4,3,4,9,4,5,9,4,4,4,4,4,만족
956,1,6,4,2,13,2,2,2,1,1,5,3,Y,4,3,1,0,126000,1,126000,0,13,전라북도,0,Y,Y,N,Y,N,1,2,3,4,5,5,4,4,4,5,4,4,4,4,5,4,5,매우만족
958,1,4,4,2,14,3,7,3,1,1,3,2,Y,4,12,4,0,240000,2,120000,0,13,전라북도,0,Y,N,N,Y,N,1,5,11,4,5,4,5,9,4,4,4,9,4,4,4,4,4,만족
959,1,3,4,1,14,1,3,1,1,1,3,3,Y,4,1,4,0,347000,1,347000,0,5,광주광역시,0,N,Y,N,Y,N,1,8,1,9,9,4,5,4,4,5,5,9,4,4,5,4,4,매우만족
960,2,3,4,1,14,1,3,1,1,1,4,3,Y,4,1,4,2,550000,1,550000,0,1,서울특별시,1,N,Y,N,Y,Y,2,1,2,9,9,3,4,9,4,5,5,4,4,4,5,4,4,매우만족
961,1,5,4,2,14,1,8,1,1,1,3,2,Y,4,4,1,0,84000,1,84000,0,14,전라남도,0,N,Y,N,N,Y,1,11,5,4,9,4,4,9,9,4,4,9,3,4,4,3,3,만족
962,1,5,4,2,14,1,2,1,1,1,5,3,Y,4,4,1,0,106500,1,106500,0,13,전라북도,0,N,Y,N,Y,N,1,11,5,4,4,4,4,5,9,4,5,4,5,5,4,4,4,만족
971,1,5,4,2,14,1,2,1,1,1,7,5,Y,4,6,2,0,100000,1,100000,0,6,대전광역시,0,N,N,N,N,Y,1,15,0,5,9,4,4,9,9,4,4,9,3,4,4,4,4,만족
972,1,2,4,1,14,1,3,1,1,1,3,2,N,5,5,1,0,20000,2,10000,0,5,광주광역시,0,Y,Y,N,N,N,1,9,14,4,4,4,5,5,4,4,5,4,4,4,4,4,4,만족
973,1,4,4,2,14,1,3,1,1,1,3,2,Y,4,1,4,0,160000,1,160000,0,13,전라북도,0,N,Y,N,Y,N,1,2,1,5,5,4,5,9,5,4,5,9,5,5,4,4,4,만족
974,2,4,4,1,14,1,3,1,1,1,4,3,Y,4,1,4,0,70000,1,70000,0,14,전라남도,0,N,N,N,N,Y,1,2,1,5,4,5,5,9,5,4,5,5,5,4,4,4,4,만족
975,1,6,3,2,14,1,5,1,1,1,4,3,Y,4,1,4,0,150003,3,50001,0,14,전라남도,0,Y,N,N,N,N,1,11,0,4,5,5,4,3,3,4,5,4,4,4,4,3,4,만족
978,1,6,4,2,14,1,8,1,1,1,4,3,Y,2,1,4,0,170000,4,42500,0,14,전라남도,0,Y,N,N,N,Y,1,9,5,3,4,3,3,9,3,3,4,9,4,3,3,3,3,보통
979,1,3,4,1,14,1,3,1,1,1,4,3,Y,4,1,4,0,106667,1,106667,0,5,광주광역시,0,Y,Y,N,Y,Y,1,1,2,5,5,5,4,5,4,5,5,9,5,4,5,5,4,매우만족
980,1,3,4,1,14,1,3,1,1,1,3,2,Y,4,4,1,1,94850,1,94850,0,5,광주광역시,1,Y,Y,Y,N,N,1,9,5,4,9,5,5,9,4,5,4,4,5,4,4,4,4,만족
981,1,3,4,1,14,1,3,1,1,1,4,3,Y,4,4,1,0,154000,1,154000,0,5,광주광역시,0,Y,Y,N,N,Y,1,2,8,4,9,5,4,5,4,4,4,4,5,4,5,5,4,매우만족
983,2,4,4,2,15,3,5,3,2,1,3,3,Y,4,7,2,0,100000,1,100000,0,3,대구광역시,0,N,Y,N,N,N,1,13,8,4,9,5,4,9,4,4,4,9,4,4,4,4,4,만족
989,1,2,4,1,15,3,4,3,2,1,3,2,Y,4,6,2,0,100000,1,100000,0,2,부산광역시,0,Y,N,N,N,N,1,15,4,4,9,4,3,9,4,4,4,9,2,4,3,3,3,보통
991,2,4,4,2,15,1,3,1,1,1,4,3,Y,4,4,1,0,40000,1,40000,0,15,경상북도,0,Y,N,N,N,N,1,2,15,4,4,5,4,9,4,4,4,9,4,5,4,4,4,만족
998,1,7,1,2,15,3,5,3,2,1,2,1,Y,4,8,2,0,52000,1,52000,0,7,울산광역시,0,Y,N,N,N,N,6,15,1,4,9,4,4,9,3,4,4,9,3,4,4,4,4,만족
999,1,4,4,1,15,1,5,1,2,1,3,3,Y,4,7,2,0,51700,1,51700,0,3,대구광역시,0,N,N,N,Y,Y,1,1,4,9,9,3,5,3,4,4,3,9,3,2,3,3,3,보통
1000,1,2,4,1,15,3,4,3,2,1,4,3,Y,4,1,4,0,295000,1,295000,0,7,울산광역시,0,N,Y,N,Y,N,1,1,5,9,9,4,5,9,3,4,5,9,4,4,4,5,4,매우만족
1003,1,3,4,2,15,1,8,1,1,1,5,3,Y,4,5,1,0,150000,1,150000,0,15,경상북도,0,N,Y,N,N,N,1,7,1,3,9,4,9,4,4,9,5,9,3,2,4,5,3,만족
1005,2,5,3,2,15,3,4,3,2,1,3,3,Y,4,8,2,2,150003,3,50001,0,14,전라남도,12,Y,N,N,Y,N,1,5,14,5,4,5,4,9,4,4,4,9,4,5,4,4,4,만족
1007,1,5,3,2,15,3,4,3,2,1,4,3,Y,4,10,3,0,171000,1,171000,0,1,서울특별시,0,N,N,N,Y,N,2,15,4,9,9,4,3,4,3,4,3,9,3,4,4,3,3,만족
1009,2,3,4,2,15,3,4,3,2,1,2,2,Y,4,12,4,1,500001,3,166667,0,1,서울특별시,9,Y,N,N,N,Y,1,1,15,4,9,5,4,9,4,4,5,9,4,5,4,4,5,매우만족
1010,1,6,2,2,15,3,6,3,2,1,2,1,Y,4,2,4,0,59000,2,29500,0,3,대구광역시,0,N,N,N,N,Y,1,14,0,3,9,4,4,9,4,4,4,9,3,4,3,3,3,보통
1012,1,5,4,1,15,3,8,3,1,1,3,2,Y,4,1,4,0,50000,1,50000,0,11,충청북도,0,N,Y,N,N,N,1,5,4,3,3,4,4,9,4,4,4,9,4,4,4,3,3,만족
1013,1,6,3,2,15,2,5,2,2,1,5,3,Y,4,1,4,0,72000,2,36000,0,15,경상북도,0,N,Y,N,N,N,1,5,3,4,9,5,4,9,4,4,4,9,4,4,4,4,4,만족
1018,1,4,4,2,15,1,3,1,1,1,4,3,Y,4,2,4,0,60000,1,60000,0,1,서울특별시,0,N,Y,N,N,N,6,15,0,9,9,4,4,9,9,5,4,9,2,2,4,4,3,만족
1019,1,5,4,4,15,1,3,1,2,1,4,3,Y,4,3,1,0,50000,1,50000,0,15,경상북도,0,Y,N,N,N,N,1,4,15,4,9,4,4,9,5,4,5,9,4,4,4,4,4,만족
1020,1,5,4,2,15,3,5,3,2,1,4,3,Y,4,3,1,0,60800,1,60800,0,15,경상북도,0,Y,Y,N,N,N,1,15,0,4,9,3,3,9,9,4,3,9,3,3,3,3,3,보통
1021,1,1,4,1,15,1,4,1,2,1,1,2,Y,4,2,4,0,64000,1,64000,0,3,대구광역시,0,N,Y,N,Y,N,2,13,15,9,9,4,5,9,9,4,4,9,3,3,4,4,4,만족
1023,1,5,3,2,15,3,4,3,2,1,4,2,Y,4,4,1,0,20000,1,20000,0,11,충청북도,0,N,Y,N,N,N,1,8,0,5,9,4,4,9,4,5,4,9,4,4,4,4,4,만족
1024,2,6,4,3,15,3,2,3,2,1,4,3,Y,4,4,1,1,477000,1,477000,0,15,경상북도,3,Y,Y,N,N,N,10,15,0,5,9,4,4,9,5,4,4,9,4,4,5,4,5,매우만족
1025,2,6,3,2,15,1,3,1,2,1,2,3,Y,4,4,1,0,62600,1,62600,0,1,서울특별시,0,N,N,N,N,N,5,15,0,9,9,5,4,9,9,5,4,9,4,3,4,5,4,매우만족
1026,2,5,3,4,15,3,5,3,1,1,3,2,Y,4,4,1,0,12500,1,12500,0,15,경상북도,0,N,N,N,N,Y,1,13,0,9,9,4,4,9,9,9,4,9,4,3,4,4,4,만족
1027,1,6,3,2,15,3,7,3,2,1,4,3,Y,4,3,1,0,40000,1,40000,0,15,경상북도,0,N,N,N,Y,N,1,4,0,4,5,4,4,9,5,4,4,9,3,4,4,4,4,만족
1030,1,5,4,2,15,1,3,1,1,1,5,3,Y,4,12,4,1,300000,1,300000,0,1,서울특별시,1,N,Y,N,N,N,6,15,0,9,9,4,4,9,9,4,4,9,3,2,4,5,3,만족
1034,1,2,4,1,15,1,3,1,1,1,3,3,Y,4,5,1,1,200000,1,200000,0,17,제주특별자치도,0,Y,Y,N,N,Y,3,4,1,4,4,4,3,4,4,4,4,9,3,3,4,4,4,만족
1036,1,2,4,1,15,1,7,1,2,1,2,3,Y,4,1,4,2,163000,1,163000,0,2,부산광역시,12,Y,Y,N,N,Y,6,5,2,4,9,4,4,4,4,4,9,4,4,4,4,4,4,만족
1037,1,5,4,4,15,3,7,3,1,1,3,2,Y,4,3,1,0,51000,1,51000,0,16,경상남도,0,Y,Y,N,N,N,1,4,11,4,9,4,4,9,4,4,4,9,4,4,4,4,4,만족
1038,2,4,4,2,15,1,2,1,1,1,3,3,Y,4,2,4,0,71000,2,35500,0,3,대구광역시,0,Y,N,N,N,N,1,1,2,4,9,5,4,4,4,4,5,9,3,4,4,4,4,만족
1043,2,5,4,2,15,3,5,3,2,1,4,3,Y,4,11,3,0,48500,2,24250,0,3,대구광역시,0,Y,Y,N,N,N,1,5,11,4,4,5,4,4,4,4,4,9,4,3,4,4,4,만족
1053,2,2,3,1,15,1,4,1,1,1,2,3,N,1,11,3,0,50000,1,50000,0,15,경상북도,0,Y,Y,N,N,N,1,1,3,4,9,4,3,4,9,3,3,9,3,4,4,4,4,만족
1056,1,4,4,2,15,3,5,3,2,1,6,3,N,5,2,4,0,70000,1,70000,0,3,대구광역시,0,Y,Y,N,Y,N,1,2,5,4,4,4,4,3,3,4,4,4,3,4,4,4,4,만족
1058,1,4,4,2,15,1,3,1,1,1,4,3,N,1,5,1,0,37500,1,37500,0,15,경상북도,0,Y,Y,N,N,N,1,8,4,5,4,5,5,9,9,4,4,9,4,4,4,4,4,만족
1060,2,6,2,2,15,3,4,3,2,1,4,2,Y,4,5,1,0,100000,1,100000,0,3,대구광역시,0,N,Y,N,N,N,6,4,7,4,9,4,9,9,9,4,3,9,4,3,4,4,4,만족
1066,2,6,3,2,15,4,5,4,2,1,1,3,N,1,11,3,0,65000,1,65000,0,11,충청북도,0,Y,Y,N,N,N,1,2,4,5,9,4,4,9,9,4,4,9,3,4,4,4,4,만족
1068,1,5,3,2,15,3,7,3,2,1,6,3,N,5,10,3,0,30000,1,30000,0,15,경상북도,0,Y,Y,N,N,N,1,4,1,4,9,4,4,9,4,4,4,9,4,4,4,4,4,만족
1072,1,4,3,2,15,3,5,3,2,1,4,3,Y,4,1,4,0,100000,1,100000,0,15,경상북도,0,N,Y,N,N,N,1,8,9,4,5,4,4,9,4,4,4,9,4,4,4,4,4,만족
1077,1,5,3,3,15,3,7,3,2,1,3,2,Y,4,2,4,0,41000,1,41000,0,3,대구광역시,0,N,Y,N,Y,N,1,3,1,3,3,4,4,9,9,9,4,9,3,4,4,4,4,만족
1079,1,5,3,2,15,1,8,1,2,1,3,2,Y,4,5,1,0,51000,1,51000,0,15,경상북도,0,N,Y,N,Y,N,1,1,0,4,4,4,4,9,4,9,4,9,3,4,3,3,4,만족
1081,1,6,4,2,15,1,3,1,1,1,5,4,Y,4,1,4,0,75000,1,75000,0,3,대구광역시,0,Y,Y,N,N,N,1,1,4,3,9,4,4,9,9,9,9,9,4,4,4,3,3,만족
1084,1,5,4,2,15,3,6,3,2,1,3,3,Y,4,7,2,0,1207000,1,1207000,0,3,대구광역시,0,N,Y,N,N,Y,1,14,7,9,9,4,5,9,9,5,9,9,3,4,4,4,4,만족
1087,1,4,3,1,15,3,7,3,2,1,4,3,Y,5,7,2,0,25000,1,25000,0,16,경상남도,0,N,Y,N,N,N,1,8,4,9,9,4,4,3,9,4,4,9,4,4,4,4,4,만족
1090,1,6,3,2,15,3,4,3,2,1,3,2,Y,4,8,2,0,91000,2,45500,0,15,경상북도,0,Y,N,N,N,N,1,13,2,4,9,4,3,9,9,5,4,9,3,4,4,4,4,만족
1092,1,4,4,2,15,3,6,3,2,1,4,2,Y,4,3,1,0,62000,1,62000,0,11,충청북도,0,N,Y,N,N,N,1,5,8,9,9,3,2,9,9,3,2,9,3,3,2,2,2,불만족
1093,1,4,3,2,15,3,6,3,2,1,4,3,Y,4,9,3,0,102000,2,51000,0,3,대구광역시,0,Y,Y,N,N,N,1,1,8,3,9,4,3,9,9,4,3,9,3,3,3,3,3,보통
1095,2,5,3,2,15,1,3,1,1,1,3,3,Y,4,2,4,0,40000,1,40000,0,10,강원도,0,Y,Y,N,N,N,1,1,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,만족
1097,1,5,4,2,16,1,3,1,1,1,4,3,N,1,5,1,1,100000,1,100000,0,16,경상남도,0,Y,N,N,N,N,1,5,4,5,5,5,4,9,5,5,5,4,5,5,5,5,4,매우만족
1098,1,4,4,2,16,1,3,1,1,1,4,3,Y,4,2,4,1,260000,2,130000,0,2,부산광역시,0,Y,Y,N,N,N,1,2,0,5,5,3,5,9,4,4,5,9,4,3,4,4,4,만족
